10944750,13451,1,0,0,0,50
10944750,13451,0,0,1,0,50
10944750,13451,0,0,1,0,50
10944750,13451,1,0,0,0,50
10944750,13451,1,0,0,0,50
10944750,13451,1,0,0,0,50
10944750,13451,1,0,0,0,50
10944750,13451,1,0,0,0,50
10944750,21110,1,0,0,0,53
10944750,8689,1,0,0,0,17
10944750,8689,0,0,1,0,17
10944750,8689,0,0,1,0,17
10944750,8689,1,0,0,0,17
10944750,8689,1,0,0,0,17
10944750,26619,1,0,0,0,74
10944750,5185,1,0,0,0,86
10944750,18575,1,0,0,0,17
10944750,23662,1,0,0,0,65
10944750,23662,1,0,0,0,65
10944750,15761,1,0,0,0,9
10944750,15761,1,0,0,0,9
10944750,15761,1,0,0,0,9
10944750,15761,1,0,0,0,9
10944750,19673,1,0,0,0,81
10944750,19673,1,0,0,0,81
10944750,19673,1,0,0,0,81
10944750,19673,1,0,0,0,81
10944750,19673,1,0,0,0,80
10944750,19673,1,0,0,0,80
10944750,19673,0,1,0,0,81
10944750,15315,1,0,0,0,47
10944750,15315,1,0,0,0,47
10944750,15980,1,0,0,0,17
10944750,1996,1,0,0,0,17
10944750,1996,1,0,0,0,17
10944750,1996,1,0,0,0,17
10944750,1996,1,0,0,0,17
10944750,13779,1,0,0,0,84
10944750,21501,1,0,0,0,83
10944750,21501,1,0,0,0,83
10944750,21501,1,0,0,0,83
10944750,21501,1,0,0,0,83
10944750,23251,1,0,0,0,60
10944750,23251,1,0,0,0,60
10944750,23251,1,0,0,0,60
10944750,11465,1,0,0,0,74
10944750,6290,1,0,0,0,31
10944750,6290,1,0,0,0,35
10944750,6290,1,0,0,0,31
10944750,14580,1,0,0,0,17
10944750,7373,1,0,0,0,57
10944750,7373,1,0,0,0,57
10944750,7373,1,0,0,0,57
10944750,7373,1,0,0,0,57
10944750,4078,1,0,0,0,30
10944750,8628,1,0,0,0,56
10944750,8628,1,0,0,0,56
10944750,8628,1,0,0,0,56
10944750,8628,1,0,0,0,56
10944750,8628,1,0,0,0,56
10944750,25687,1,0,0,0,23
10944750,25687,1,0,0,0,52
10944750,25687,1,0,0,0,23
10944750,25687,1,0,0,0,23
10944750,25687,1,0,0,0,78
10944750,25687,1,0,0,0,30
10944750,25687,1,0,0,0,78
10944750,25687,1,0,0,0,30
10944750,25687,1,0,0,0,32
10944750,25687,1,0,0,0,23
10944750,25687,1,0,0,0,23
10944750,25687,1,0,0,0,30
10944750,25687,1,0,0,0,23
10944750,25687,1,0,0,0,23
10944750,25687,1,0,0,0,23
10944750,25687,1,0,0,0,23
10944750,25687,1,0,0,0,78
10944750,25687,1,0,0,0,61
10944750,25687,1,0,0,0,61
10944750,25687,1,0,0,0,78
10944750,25687,0,0,1,0,23
10944750,25687,1,0,0,0,78
10944750,25687,1,0,0,0,32
10944750,25687,1,0,0,0,30
10944750,25687,1,0,0,0,61
10944750,25687,1,0,0,0,32
10944750,25687,1,0,0,0,52
10944750,25687,1,0,0,0,23
10944750,25687,1,0,0,0,30
10944750,9817,1,0,0,0,57
10944750,9817,1,0,0,0,57
10944750,23564,1,0,0,0,78
10944750,29547,1,0,0,0,85
10944750,29547,1,0,0,0,85
10944750,29547,1,0,0,0,85
10944750,12055,1,0,0,0,78
10944750,12055,1,0,0,0,78
10944750,12055,1,0,0,0,78
10944750,12055,1,0,0,0,78
10944750,3631,1,0,0,0,39
10944750,1461,1,0,0,0,56
10944750,1461,1,0,0,0,56
10944750,1461,1,0,0,0,55
10944750,1461,1,0,0,0,56
10944750,1461,1,0,0,0,55
10944750,1461,1,0,0,0,56
10944750,1461,1,0,0,0,56
10944750,1461,1,0,0,0,56
10944750,1461,1,0,0,0,56
10944750,1461,1,0,0,0,55
10944750,1461,1,0,0,0,56
10944750,1461,1,0,0,0,56
10944750,1461,1,0,0,0,56
10944750,1461,1,0,0,0,56
10944750,19414,1,0,0,0,74
10944750,24869,1,0,0,0,3
10944750,7150,1,0,0,0,53
10944750,7150,0,1,0,0,53
10944750,7150,1,0,0,0,53
10944750,5357,1,0,0,0,23
10944750,6294,1,0,0,0,89
10944750,6294,1,0,0,0,89
10944750,6294,1,0,0,0,89
10944750,7737,1,0,0,0,45
10944750,11638,1,0,0,0,23
10944750,11026,1,0,0,0,17
10944750,10480,1,0,0,0,17
10944750,10480,1,0,0,0,17
10944750,10970,1,0,0,0,79
10944750,10970,1,0,0,0,79
10944750,8719,1,0,0,0,52
10944750,8719,1,0,0,0,16
10944750,8719,1,0,0,0,52
10944750,8719,1,0,0,0,16
10944750,8719,1,0,0,0,16
10944750,8719,1,0,0,0,52
10944750,8719,1,0,0,0,79
10944750,1472,1,0,0,0,17
10944750,21672,1,0,0,0,69
10944750,13592,1,0,0,0,78
10944750,13592,1,0,0,0,78
10944750,13592,1,0,0,0,78
10944750,12490,1,0,0,0,57
10944750,12490,1,0,0,0,57
10944750,12490,1,0,0,0,57
10944750,11776,1,0,0,0,70
10944750,28504,1,0,0,0,39
10944750,6918,1,0,0,0,86
10944750,6918,1,0,0,0,86
10944750,6918,1,0,0,0,86
10944750,28011,1,0,0,0,17
10944750,11022,1,0,0,0,17
10944750,11022,1,0,0,0,17
10944750,11022,1,0,0,0,17
10944750,11022,1,0,0,0,17
10944750,11022,1,0,0,0,17
10944750,2826,1,0,0,0,56
10944750,2826,1,0,0,0,53
10944750,25372,1,0,0,0,79
10944750,25372,1,0,0,0,79
10944750,25372,0,1,0,0,79
10944750,25372,0,1,0,0,79
